2021-05-03 00:34:13,126 [    INFO] employer: A new worker Philip was hired
2021-05-03 00:34:16,582 [    INFO] amy: Delivering package package_3938
2021-05-03 00:34:16,582 [    INFO] bender: Package package_3937 successfully delivered
2021-05-03 00:34:16,582 [    INFO] philip: Delivering package package_3939
2021-05-03 00:34:16,582 [    INFO] employer: Still 6066 packages to sent
2021-05-03 00:34:16,582 [    INFO] employer: Package package_3935 was delivered by Hermes
2021-05-03 00:34:16,582 [    INFO] leela: Delivering package package_3940
2021-05-03 00:34:16,582 [    INFO] employer: Package package_3936 was delivered by Zoidberg
2021-05-03 00:34:16,582 [    INFO] amy: Package package_3938 successfully delivered
2021-05-03 00:34:16,582 [    INFO] employer: Package package_3937 was delivered by Bender
2021-05-03 00:34:16,582 [    INFO] philip: Package package_3939 successfully delivered
2021-05-03 00:34:16,582 [    INFO] employer: Still 6063 packages to sent
2021-05-03 00:34:16,582 [    INFO] hermes: Package package_3941 is assigned to <Worker(Hermes, started 4444)>
2021-05-03 00:34:16,582 [    INFO] leela: Package package_3940 successfully delivered
2021-05-03 00:34:16,582 [    INFO] zoidberg: Package package_3942 is assigned to <Worker(Zoidberg, started 7668)>
2021-05-03 00:34:16,582 [    INFO] employer: Package package_3938 was delivered by Amy
2021-05-03 00:34:16,582 [    INFO] bender: Package package_3943 is assigned to <Worker(Bender, started 2072)>
2021-05-03 00:34:16,582 [    INFO] employer: Package package_3939 was delivered by Philip
2021-05-03 00:34:16,582 [    INFO] employer: Still 6061 packages to sent
2021-05-03 00:34:16,582 [    INFO] hermes: Delivering package package_3941
2021-05-03 00:34:16,582 [    INFO] employer: Package package_3940 was delivered by Leela
2021-05-03 00:34:16,582 [    INFO] zoidberg: Delivering package package_3942
2021-05-03 00:34:16,582 [    INFO] amy: Package package_3944 is assigned to <Worker(Amy, started 9380)>
2021-05-03 00:34:16,582 [    INFO] bender: Delivering package package_3943
2021-05-03 00:34:16,582 [    INFO] philip: Package package_3945 is assigned to <Worker(Philip, started 7132)>
2021-05-03 00:34:16,582 [    INFO] employer: Still 6060 packages to sent
2021-05-03 00:34:16,582 [    INFO] hermes: Package package_3941 successfully delivered
2021-05-03 00:34:16,582 [    INFO] leela: Package package_3946 is assigned to <Worker(Leela, started 3176)>
2021-05-03 00:34:16,582 [    INFO] zoidberg: Package package_3942 successfully delivered
2021-05-03 00:34:16,582 [    INFO] amy: Delivering package package_3944
2021-05-03 00:34:16,582 [    INFO] bender: Package package_3943 successfully delivered
2021-05-03 00:34:16,582 [    INFO] philip: Delivering package package_3945
2021-05-03 00:34:16,582 [    INFO] employer: Still 6060 packages to sent
2021-05-03 00:34:16,582 [    INFO] employer: Package package_3941 was delivered by Hermes
2021-05-03 00:34:16,590 [    INFO] leela: Delivering package package_3946
2021-05-03 00:34:16,590 [    INFO] employer: Package package_3942 was delivered by Zoidberg
2021-05-03 00:34:16,590 [    INFO] amy: Package package_3944 successfully delivered
2021-05-03 00:34:16,590 [    INFO] employer: Package package_3943 was delivered by Bender
2021-05-03 00:34:16,590 [    INFO] philip: Package package_3945 successfully delivered
2021-05-03 00:34:16,590 [    INFO] employer: Still 6057 packages to sent
2021-05-03 00:34:16,590 [    INFO] hermes: Package package_3947 is assigned to <Worker(Hermes, started 4444)>
2021-05-03 00:34:16,590 [    INFO] leela: Package package_3946 successfully delivered
2021-05-03 00:34:16,590 [    INFO] zoidberg: Package package_3948 is assigned to <Worker(Zoidberg, started 7668)>
2021-05-03 00:34:16,590 [    INFO] employer: Package package_3944 was delivered by Amy
2021-05-03 00:34:16,590 [    INFO] bender: Package package_3949 is assigned to <Worker(Bender, started 2072)>
2021-05-03 00:34:16,590 [    INFO] employer: Package package_3945 was delivered by Philip
2021-05-03 00:34:16,590 [    INFO] employer: Still 6055 packages to sent
2021-05-03 00:34:16,590 [    INFO] hermes: Delivering package package_3947
2021-05-03 00:34:16,590 [    INFO] employer: Package package_3946 was delivered by Leela
2021-05-03 00:34:16,590 [    INFO] zoidberg: Delivering package package_3948
2021-05-03 00:34:16,590 [    INFO] amy: Package package_3950 is assigned to <Worker(Amy, started 9380)>
2021-05-03 00:34:16,590 [    INFO] bender: Delivering package package_3949
2021-05-03 00:34:16,590 [    INFO] philip: Package package_3951 is assigned to <Worker(Philip, started 7132)>
2021-05-03 00:34:16,590 [    INFO] employer: Still 6054 packages to sent
2021-05-03 00:34:16,590 [    INFO] hermes: Package package_3947 successfully delivered
2021-05-03 00:34:16,590 [    INFO] leela: Package package_3952 is assigned to <Worker(Leela, started 3176)>
2021-05-03 00:34:16,590 [    INFO] zoidberg: Package package_3948 successfully delivered
2021-05-03 00:34:16,590 [    INFO] amy: Delivering package package_3950
2021-05-03 00:34:16,590 [    INFO] bender: Package package_3949 successfully delivered
2021-05-03 00:34:16,590 [    INFO] philip: Delivering package package_3951
2021-05-03 00:34:16,590 [    INFO] employer: Still 6054 packages to sent
2021-05-03 00:34:16,590 [    INFO] employer: Package package_3947 was delivered by Hermes
2021-05-03 00:34:16,590 [    INFO] leela: Delivering package package_3952
2021-05-03 00:34:16,590 [    INFO] employer: Package package_3948 was delivered by Zoidberg
2021-05-03 00:34:16,590 [    INFO] amy: Package package_3950 successfully delivered
2021-05-03 00:34:16,590 [    INFO] employer: Package package_3949 was delivered by Bender
2021-05-03 00:34:16,590 [    INFO] philip: Package package_3951 successfully delivered
2021-05-03 00:34:16,590 [    INFO] employer: Still 6051 packages to sent
2021-05-03 00:34:16,590 [    INFO] hermes: Package package_3953 is assigned to <Worker(Hermes, started 4444)>
2021-05-03 00:34:16,590 [    INFO] leela: Package package_3952 successfully delivered
2021-05-03 00:34:16,590 [    INFO] zoidberg: Package package_3954 is assigned to <Worker(Zoidberg, started 7668)>
2021-05-03 00:34:16,590 [    INFO] employer: Package package_3950 was delivered by Amy
2021-05-03 00:34:16,598 [    INFO] bender: Package package_3955 is assigned to <Worker(Bender, started 2072)>
2021-05-03 00:34:16,598 [    INFO] employer: Package package_3951 was delivered by Philip
2021-05-03 00:34:16,598 [    INFO] employer: Still 6049 packages to sent
2021-05-03 00:34:16,598 [    INFO] hermes: Delivering package package_3953
2021-05-03 00:34:16,598 [    INFO] employer: Package package_3952 was delivered by Leela
2021-05-03 00:34:16,598 [    INFO] zoidberg: Delivering package package_3954
2021-05-03 00:34:16,598 [    INFO] amy: Package package_3956 is assigned to <Worker(Amy, started 9380)>
2021-05-03 00:34:16,598 [    INFO] bender: Delivering package package_3955
2021-05-03 00:34:16,598 [    INFO] philip: Package package_3957 is assigned to <Worker(Philip, started 7132)>
2021-05-03 00:34:16,598 [    INFO] employer: Still 6048 packages to sent
2021-05-03 00:34:16,598 [    INFO] hermes: Package package_3953 successfully delivered
2021-05-03 00:34:16,598 [    INFO] leela: Package package_3958 is assigned to <Worker(Leela, started 3176)>
2021-05-03 00:34:16,598 [    INFO] zoidberg: Package package_3954 successfully delivered
2021-05-03 00:34:16,598 [    INFO] amy: Delivering package package_3956
2021-05-03 00:34:16,598 [    INFO] bender: Package package_3955 successfully delivered
2021-05-03 00:34:16,598 [    INFO] philip: Delivering package package_3957
2021-05-03 00:34:16,598 [    INFO] employer: Still 6048 packages to sent
2021-05-03 00:34:16,598 [    INFO] employer: Package package_3953 was delivered by Hermes
2021-05-03 00:34:16,598 [    INFO] leela: Delivering package package_3958
2021-05-03 00:34:16,598 [    INFO] employer: Package package_3954 was delivered by Zoidberg
2021-05-03 00:34:16,598 [    INFO] amy: Package package_3956 successfully delivered
2021-05-03 00:34:16,598 [    INFO] employer: Package package_3955 was delivered by Bender
2021-05-03 00:34:16,598 [    INFO] philip: Package package_3957 successfully delivered
2021-05-03 00:34:16,598 [    INFO] employer: Still 6045 packages to sent
2021-05-03 00:34:16,598 [    INFO] hermes: Package package_3959 is assigned to <Worker(Hermes, started 4444)>
2021-05-03 00:34:16,598 [    INFO] leela: Package package_3958 successfully delivered
2021-05-03 00:34:16,598 [    INFO] zoidberg: Package package_3960 is assigned to <Worker(Zoidberg, started 7668)>
2021-05-03 00:34:16,598 [    INFO] employer: Package package_3956 was delivered by Amy
2021-05-03 00:34:16,598 [    INFO] bender: Package package_3961 is assigned to <Worker(Bender, started 2072)>
2021-05-03 00:34:16,598 [    INFO] employer: Package package_3957 was delivered by Philip
2021-05-03 00:34:16,598 [    INFO] employer: Still 6043 packages to sent
2021-05-03 00:34:16,598 [    INFO] hermes: Delivering package package_3959
2021-05-03 00:34:16,598 [    INFO] employer: Package package_3958 was delivered by Leela
2021-05-03 00:34:16,598 [    INFO] zoidberg: Delivering package package_3960
2021-05-03 00:34:16,598 [    INFO] amy: Package package_3962 is assigned to <Worker(Amy, started 9380)>
2021-05-03 00:34:16,598 [    INFO] bender: Delivering package package_3961
2021-05-03 00:34:16,598 [    INFO] philip: Package package_3963 is assigned to <Worker(Philip, started 7132)>
2021-05-03 00:34:16,598 [    INFO] employer: Still 6042 packages to sent
2021-05-03 00:34:16,598 [    INFO] hermes: Package package_3959 successfully delivered
2021-05-03 00:34:16,598 [    INFO] leela: Package package_3964 is assigned to <Worker(Leela, started 3176)>
2021-05-03 00:34:16,598 [    INFO] zoidberg: Package package_3960 successfully delivered
2021-05-03 00:34:16,598 [    INFO] amy: Delivering package package_3962
2021-05-03 00:34:16,598 [    INFO] bender: Package package_3961 successfully delivered
2021-05-03 00:34:16,598 [    INFO] philip: Delivering package package_3963
2021-05-03 00:34:16,598 [    INFO] employer: Still 6042 packages to sent
2021-05-03 00:34:16,598 [    INFO] employer: Package package_3959 was delivered by Hermes
2021-05-03 00:34:16,606 [    INFO] leela: Delivering package package_3964
2021-05-03 00:34:16,606 [    INFO] employer: Package package_3960 was delivered by Zoidberg
2021-05-03 00:34:16,606 [    INFO] amy: Package package_3962 successfully delivered
2021-05-03 00:34:16,606 [    INFO] employer: Package package_3961 was delivered by Bender
2021-05-03 00:34:16,606 [    INFO] philip: Package package_3963 successfully delivered
2021-05-03 00:34:16,606 [    INFO] employer: Still 6039 packages to sent
2021-05-03 00:34:16,606 [    INFO] hermes: Package package_3965 is assigned to <Worker(Hermes, started 4444)>
2021-05-03 00:34:16,606 [    INFO] leela: Package package_3964 successfully delivered
2021-05-03 00:34:16,606 [    INFO] zoidberg: Package package_3966 is assigned to <Worker(Zoidberg, started 7668)>
2021-05-03 00:34:16,606 [    INFO] employer: Package package_3962 was delivered by Amy
2021-05-03 00:34:16,606 [    INFO] bender: Package package_3967 is assigned to <Worker(Bender, started 2072)>
2021-05-03 00:34:16,606 [    INFO] employer: Package package_3963 was delivered by Philip
2021-05-03 00:34:16,606 [    INFO] employer: Still 6037 packages to sent
2021-05-03 00:34:16,606 [    INFO] hermes: Delivering package package_3965
2021-05-03 00:34:16,606 [    INFO] employer: Package package_3964 was delivered by Leela
2021-05-03 00:34:16,606 [    INFO] zoidberg: Delivering package package_3966
2021-05-03 00:34:16,606 [    INFO] amy: Package package_3968 is assigned to <Worker(Amy, started 9380)>
2021-05-03 00:34:16,606 [    INFO] bender: Delivering package package_3967
2021-05-03 00:34:16,606 [    INFO] philip: Package package_3969 is assigned to <Worker(Philip, started 7132)>
2021-05-03 00:34:16,606 [    INFO] employer: Still 6036 packages to sent
2021-05-03 00:34:16,606 [    INFO] hermes: Package package_3965 successfully delivered
2021-05-03 00:34:16,606 [    INFO] leela: Package package_3970 is assigned to <Worker(Leela, started 3176)>
2021-05-03 00:34:16,606 [    INFO] zoidberg: Package package_3966 successfully delivered
2021-05-03 00:34:16,606 [    INFO] amy: Delivering package package_3968
2021-05-03 00:34:16,606 [    INFO] bender: Package package_3967 successfully delivered
2021-05-03 00:34:16,606 [    INFO] philip: Delivering package package_3969
2021-05-03 00:34:16,606 [    INFO] employer: Still 6036 packages to sent
2021-05-03 00:34:16,606 [    INFO] employer: Package package_3965 was delivered by Hermes
2021-05-03 00:34:16,606 [    INFO] leela: Delivering package package_3970
2021-05-03 00:34:16,606 [    INFO] employer: Package package_3966 was delivered by Zoidberg
2021-05-03 00:34:16,606 [    INFO] amy: Package package_3968 successfully delivered
2021-05-03 00:34:16,606 [    INFO] employer: Package package_3967 was delivered by Bender
2021-05-03 00:34:16,606 [    INFO] philip: Package package_3969 successfully delivered
2021-05-03 00:34:16,606 [    INFO] employer: Still 6033 packages to sent
2021-05-03 00:34:16,606 [    INFO] hermes: Package package_3971 is assigned to <Worker(Hermes, started 4444)>
2021-05-03 00:34:16,606 [    INFO] leela: Package package_3970 successfully delivered
2021-05-03 00:34:16,606 [    INFO] zoidberg: Package package_3972 is assigned to <Worker(Zoidberg, started 7668)>
2021-05-03 00:34:16,606 [    INFO] employer: Package package_3968 was delivered by Amy
2021-05-03 00:34:16,606 [    INFO] bender: Package package_3973 is assigned to <Worker(Bender, started 2072)>
2021-05-03 00:34:16,606 [    INFO] employer: Package package_3969 was delivered by Philip
2021-05-03 00:34:16,606 [    INFO] employer: Still 6031 packages to sent
2021-05-03 00:34:16,606 [    INFO] hermes: Delivering package package_3971
2021-05-03 00:34:16,606 [    INFO] employer: Package package_3970 was delivered by Leela
2021-05-03 00:34:16,614 [    INFO] zoidberg: Delivering package package_3972
2021-05-03 00:34:16,614 [    INFO] amy: Package package_3974 is assigned to <Worker(Amy, started 9380)>
2021-05-03 00:34:16,614 [    INFO] bender: Delivering package package_3973
2021-05-03 00:34:16,614 [    INFO] philip: Package package_3975 is assigned to <Worker(Philip, started 7132)>
2021-05-03 00:34:16,614 [    INFO] employer: Still 6030 packages to sent
2021-05-03 00:34:16,614 [    INFO] hermes: Package package_3971 successfully delivered
2021-05-03 00:34:16,614 [    INFO] leela: Package package_3976 is assigned to <Worker(Leela, started 3176)>
2021-05-03 00:34:16,614 [    INFO] zoidberg: Package package_3972 successfully delivered
2021-05-03 00:34:16,614 [    INFO] amy: Delivering package package_3974
2021-05-03 00:34:16,614 [    INFO] bender: Package package_3973 successfully delivered
2021-05-03 00:34:16,614 [    INFO] philip: Delivering package package_3975
2021-05-03 00:34:16,614 [    INFO] employer: Still 6030 packages to sent
2021-05-03 00:34:16,614 [    INFO] employer: Package package_3971 was delivered by Hermes
2021-05-03 00:34:16,614 [    INFO] leela: Delivering package package_3976
2021-05-03 00:34:16,614 [    INFO] employer: Package package_3972 was delivered by Zoidberg
2021-05-03 00:34:16,614 [    INFO] amy: Package package_3974 successfully delivered
2021-05-03 00:34:16,614 [    INFO] employer: Package package_3973 was delivered by Bender
2021-05-03 00:34:16,614 [    INFO] philip: Package package_3975 successfully delivered
2021-05-03 00:34:16,614 [    INFO] employer: Still 6027 packages to sent
2021-05-03 00:34:16,614 [    INFO] hermes: Package package_3977 is assigned to <Worker(Hermes, started 4444)>
2021-05-03 00:34:16,614 [    INFO] leela: Package package_3976 successfully delivered
2021-05-03 00:34:16,614 [    INFO] zoidberg: Package package_3978 is assigned to <Worker(Zoidberg, started 7668)>
2021-05-03 00:34:16,614 [    INFO] employer: Package package_3974 was delivered by Amy
2021-05-03 00:34:16,614 [    INFO] bender: Package package_3979 is assigned to <Worker(Bender, started 2072)>
2021-05-03 00:34:16,614 [    INFO] employer: Package package_3975 was delivered by Philip
2021-05-03 00:34:16,614 [    INFO] employer: Still 6025 packages to sent
2021-05-03 00:34:16,614 [    INFO] hermes: Delivering package package_3977
2021-05-03 00:34:16,614 [    INFO] employer: Package package_3976 was delivered by Leela
2021-05-03 00:34:16,614 [    INFO] zoidberg: Delivering package package_3978
2021-05-03 00:34:16,614 [    INFO] amy: Package package_3980 is assigned to <Worker(Amy, started 9380)>
2021-05-03 00:34:16,614 [    INFO] bender: Delivering package package_3979
2021-05-03 00:34:16,614 [    INFO] philip: Package package_3981 is assigned to <Worker(Philip, started 7132)>
2021-05-03 00:34:16,614 [    INFO] employer: Still 6024 packages to sent
2021-05-03 00:34:16,614 [    INFO] hermes: Package package_3977 successfully delivered
2021-05-03 00:34:16,614 [    INFO] leela: Package package_3982 is assigned to <Worker(Leela, started 3176)>
2021-05-03 00:34:16,614 [    INFO] zoidberg: Package package_3978 successfully delivered
2021-05-03 00:34:16,614 [    INFO] amy: Delivering package package_3980
2021-05-03 00:34:16,614 [    INFO] bender: Package package_3979 successfully delivered
2021-05-03 00:34:16,614 [    INFO] philip: Delivering package package_3981
2021-05-03 00:34:16,614 [    INFO] employer: Still 6024 packages to sent
2021-05-03 00:34:16,622 [    INFO] employer: Package package_3977 was delivered by Hermes
2021-05-03 00:34:16,622 [    INFO] leela: Delivering package package_3982
2021-05-03 00:34:16,622 [    INFO] employer: Package package_3978 was delivered by Zoidberg
2021-05-03 00:34:16,622 [    INFO] amy: Package package_3980 successfully delivered
2021-05-03 00:34:16,622 [    INFO] employer: Package package_3979 was delivered by Bender
2021-05-03 00:34:16,622 [    INFO] philip: Package package_3981 successfully delivered
2021-05-03 00:34:16,622 [    INFO] employer: Still 6021 packages to sent
2021-05-03 00:34:16,622 [    INFO] hermes: Package package_3983 is assigned to <Worker(Hermes, started 4444)>
2021-05-03 00:34:16,622 [    INFO] leela: Package package_3982 successfully delivered
2021-05-03 00:34:16,622 [    INFO] zoidberg: Package package_3984 is assigned to <Worker(Zoidberg, started 7668)>
2021-05-03 00:34:16,622 [    INFO] employer: Package package_3980 was delivered by Amy
2021-05-03 00:34:16,622 [    INFO] bender: Package package_3985 is assigned to <Worker(Bender, started 2072)>
2021-05-03 00:34:16,622 [    INFO] employer: Package package_3981 was delivered by Philip
2021-05-03 00:34:16,622 [    INFO] employer: Still 6019 packages to sent
2021-05-03 00:34:16,622 [    INFO] hermes: Delivering package package_3983
2021-05-03 00:34:16,622 [    INFO] employer: Package package_3982 was delivered by Leela
2021-05-03 00:34:16,622 [    INFO] zoidberg: Delivering package package_3984
2021-05-03 00:34:16,622 [    INFO] amy: Package package_3986 is assigned to <Worker(Amy, started 9380)>
2021-05-03 00:34:16,622 [    INFO] bender: Delivering package package_3985
2021-05-03 00:34:16,622 [    INFO] philip: Package package_3987 is assigned to <Worker(Philip, started 7132)>
2021-05-03 00:34:16,622 [    INFO] employer: Still 6018 packages to sent
2021-05-03 00:34:16,622 [    INFO] hermes: Package package_3983 successfully delivered
2021-05-03 00:34:16,622 [    INFO] leela: Package package_3988 is assigned to <Worker(Leela, started 3176)>
2021-05-03 00:34:16,622 [    INFO] zoidberg: Package package_3984 successfully delivered
2021-05-03 00:34:16,622 [    INFO] amy: Delivering package package_3986
2021-05-03 00:34:16,622 [    INFO] bender: Package package_3985 successfully delivered
2021-05-03 00:34:16,622 [    INFO] philip: Delivering package package_3987
2021-05-03 00:34:16,622 [    INFO] employer: Still 6018 packages to sent
2021-05-03 00:34:16,622 [    INFO] employer: Package package_3983 was delivered by Hermes
2021-05-03 00:34:16,622 [    INFO] leela: Delivering package package_3988
2021-05-03 00:34:16,622 [    INFO] employer: Package package_3984 was delivered by Zoidberg
2021-05-03 00:34:16,622 [    INFO] amy: Package package_3986 successfully delivered
2021-05-03 00:34:16,622 [    INFO] employer: Package package_3985 was delivered by Bender
2021-05-03 00:34:16,622 [    INFO] philip: Package package_3987 successfully delivered
2021-05-03 00:34:16,622 [    INFO] employer: Still 6015 packages to sent
2021-05-03 00:34:16,622 [    INFO] hermes: Package package_3989 is assigned to <Worker(Hermes, started 4444)>
2021-05-03 00:34:16,622 [    INFO] leela: Package package_3988 successfully delivered
2021-05-03 00:34:16,622 [    INFO] zoidberg: Package package_3990 is assigned to <Worker(Zoidberg, started 7668)>
2021-05-03 00:34:16,622 [    INFO] employer: Package package_3986 was delivered by Amy
2021-05-03 00:34:16,622 [    INFO] bender: Package package_3991 is assigned to <Worker(Bender, started 2072)>
2021-05-03 00:34:16,622 [    INFO] employer: Package package_3987 was delivered by Philip
2021-05-03 00:34:16,622 [    INFO] employer: Still 6013 packages to sent
2021-05-03 00:34:16,622 [    INFO] hermes: Delivering package package_3989
2021-05-03 00:34:16,630 [    INFO] employer: Package package_3988 was delivered by Leela
2021-05-03 00:34:16,630 [    INFO] zoidberg: Delivering package package_3990
2021-05-03 00:34:16,630 [    INFO] amy: Package package_3992 is assigned to <Worker(Amy, started 9380)>
2021-05-03 00:34:16,630 [    INFO] bender: Delivering package package_3991
2021-05-03 00:34:16,630 [    INFO] philip: Package package_3993 is assigned to <Worker(Philip, started 7132)>
2021-05-03 00:34:16,630 [    INFO] employer: Still 6012 packages to sent
2021-05-03 00:34:16,630 [    INFO] hermes: Package package_3989 successfully delivered
2021-05-03 00:34:16,630 [    INFO] leela: Package package_3994 is assigned to <Worker(Leela, started 3176)>
2021-05-03 00:34:16,630 [    INFO] zoidberg: Package package_3990 successfully delivered
2021-05-03 00:34:16,630 [    INFO] amy: Delivering package package_3992
2021-05-03 00:34:16,630 [    INFO] bender: Package package_3991 successfully delivered
2021-05-03 00:34:16,630 [    INFO] philip: Delivering package package_3993
2021-05-03 00:34:16,630 [    INFO] employer: Still 6012 packages to sent
2021-05-03 00:34:16,630 [    INFO] employer: Package package_3989 was delivered by Hermes
2021-05-03 00:34:16,630 [    INFO] leela: Delivering package package_3994
2021-05-03 00:34:16,630 [    INFO] employer: Package package_3990 was delivered by Zoidberg
2021-05-03 00:34:16,630 [    INFO] amy: Package package_3992 successfully delivered
2021-05-03 00:34:16,630 [    INFO] employer: Package package_3991 was delivered by Bender
2021-05-03 00:34:16,630 [    INFO] philip: Package package_3993 successfully delivered
2021-05-03 00:34:16,630 [    INFO] employer: Still 6009 packages to sent
2021-05-03 00:34:16,630 [    INFO] hermes: Package package_3995 is assigned to <Worker(Hermes, started 4444)>
2021-05-03 00:34:16,630 [    INFO] leela: Package package_3994 successfully delivered
2021-05-03 00:34:16,630 [    INFO] zoidberg: Package package_3996 is assigned to <Worker(Zoidberg, started 7668)>
2021-05-03 00:34:16,630 [    INFO] employer: Package package_3992 was delivered by Amy
2021-05-03 00:34:16,630 [    INFO] bender: Package package_3997 is assigned to <Worker(Bender, started 2072)>
2021-05-03 00:34:16,630 [    INFO] employer: Package package_3993 was delivered by Philip
2021-05-03 00:34:16,630 [    INFO] employer: Still 6007 packages to sent
2021-05-03 00:34:16,630 [    INFO] hermes: Delivering package package_3995
2021-05-03 00:34:16,630 [    INFO] employer: Package package_3994 was delivered by Leela
2021-05-03 00:34:16,630 [    INFO] zoidberg: Delivering package package_3996
2021-05-03 00:34:16,630 [    INFO] amy: Package package_3998 is assigned to <Worker(Amy, started 9380)>
2021-05-03 00:34:16,630 [    INFO] bender: Delivering package package_3997
2021-05-03 00:34:16,630 [    INFO] philip: Package package_3999 is assigned to <Worker(Philip, started 7132)>
2021-05-03 00:34:16,630 [    INFO] employer: Still 6006 packages to sent
2021-05-03 00:34:16,630 [    INFO] hermes: Package package_3995 successfully delivered
2021-05-03 00:34:16,630 [    INFO] leela: Package package_4000 is assigned to <Worker(Leela, started 3176)>
2021-05-03 00:34:16,630 [    INFO] zoidberg: Package package_3996 successfully delivered
2021-05-03 00:34:16,630 [    INFO] amy: Delivering package package_3998
2021-05-03 00:34:16,630 [    INFO] bender: Package package_3997 successfully delivered
2021-05-03 00:34:16,630 [    INFO] philip: Delivering package package_3999
2021-05-03 00:34:16,630 [    INFO] employer: Still 6006 packages to sent
2021-05-03 00:34:16,630 [    INFO] employer: Package package_3995 was delivered by Hermes
2021-05-03 00:34:16,630 [    INFO] leela: Delivering package package_4000
2021-05-03 00:34:16,630 [    INFO] employer: Package package_3996 was delivered by Zoidberg
2021-05-03 00:34:16,630 [    INFO] amy: Package package_3998 successfully delivered
2021-05-03 00:34:16,638 [    INFO] employer: Package package_3997 was delivered by Bender
2021-05-03 00:34:16,638 [    INFO] philip: Package package_3999 successfully delivered
2021-05-03 00:34:16,638 [    INFO] employer: Still 6003 packages to sent
2021-05-03 00:34:16,638 [    INFO] hermes: Package package_4001 is assigned to <Worker(Hermes, started 4444)>
2021-05-03 00:34:16,638 [    INFO] leela: Package package_4000 successfully delivered
2021-05-03 00:34:16,638 [    INFO] zoidberg: Package package_4002 is assigned to <Worker(Zoidberg, started 7668)>
2021-05-03 00:34:16,638 [    INFO] employer: Package package_3998 was delivered by Amy
2021-05-03 00:34:16,638 [    INFO] bender: Package package_4003 is assigned to <Worker(Bender, started 2072)>
2021-05-03 00:34:16,638 [    INFO] employer: Package package_3999 was delivered by Philip
2021-05-03 00:34:16,638 [    INFO] employer: Still 6001 packages to sent
2021-05-03 00:34:16,638 [    INFO] hermes: Delivering package package_4001
2021-05-03 00:34:16,638 [    INFO] employer: Package package_4000 was delivered by Leela
2021-05-03 00:34:16,638 [    INFO] zoidberg: Delivering package package_4002
2021-05-03 00:34:16,638 [    INFO] amy: Package package_4004 is assigned to <Worker(Amy, started 9380)>
2021-05-03 00:34:16,638 [    INFO] bender: Delivering package package_4003
2021-05-03 00:34:16,638 [    INFO] philip: Package package_4005 is assigned to <Worker(Philip, started 7132)>
2021-05-03 00:34:16,638 [    INFO] employer: Still 6000 packages to sent
2021-05-03 00:34:16,638 [    INFO] hermes: Package package_4001 successfully delivered
2021-05-03 00:34:16,638 [    INFO] leela: Package package_4006 is assigned to <Worker(Leela, started 3176)>
2021-05-03 00:34:16,638 [    INFO] zoidberg: Package package_4002 successfully delivered
2021-05-03 00:34:16,638 [    INFO] amy: Delivering package package_4004
2021-05-03 00:34:16,638 [    INFO] bender: Package package_4003 successfully delivered
2021-05-03 00:34:16,638 [    INFO] philip: Delivering package package_4005
2021-05-03 00:34:16,638 [    INFO] employer: Still 6000 packages to sent
2021-05-03 00:34:16,638 [    INFO] employer: Package package_4001 was delivered by Hermes
2021-05-03 00:34:16,638 [    INFO] leela: Delivering package package_4006
2021-05-03 00:34:16,638 [    INFO] employer: Package package_4002 was delivered by Zoidberg
2021-05-03 00:34:16,638 [    INFO] amy: Package package_4004 successfully delivered
2021-05-03 00:34:16,638 [    INFO] employer: Package package_4003 was delivered by Bender
2021-05-03 00:34:16,638 [    INFO] philip: Package package_4005 successfully delivered
2021-05-03 00:34:16,638 [    INFO] employer: Still 5997 packages to sent
2021-05-03 00:34:16,638 [    INFO] hermes: Package package_4007 is assigned to <Worker(Hermes, started 4444)>
2021-05-03 00:34:16,638 [    INFO] leela: Package package_4006 successfully delivered
2021-05-03 00:34:16,638 [    INFO] zoidberg: Package package_4008 is assigned to <Worker(Zoidberg, started 7668)>
2021-05-03 00:34:16,638 [    INFO] employer: Package package_4004 was delivered by Amy
2021-05-03 00:34:16,638 [    INFO] bender: Package package_4009 is assigned to <Worker(Bender, started 2072)>
2021-05-03 00:34:16,638 [    INFO] employer: Package package_4005 was delivered by Philip
2021-05-03 00:34:16,638 [    INFO] employer: Still 5995 packages to sent
2021-05-03 00:34:16,638 [    INFO] hermes: Delivering package package_4007
2021-05-03 00:34:16,638 [    INFO] employer: Package package_4006 was delivered by Leela
2021-05-03 00:34:16,638 [    INFO] zoidberg: Delivering package package_4008
2021-05-03 00:34:16,646 [    INFO] amy: Package package_4010 is assigned to <Worker(Amy, started 9380)>
2021-05-03 00:34:16,646 [    INFO] bender: Delivering package package_4009
2021-05-03 00:34:16,646 [    INFO] philip: Package package_4011 is assigned to <Worker(Philip, started 7132)>
2021-05-03 00:34:16,646 [    INFO] employer: Still 5994 packages to sent
2021-05-03 00:34:16,646 [    INFO] hermes: Package package_4007 successfully delivered
2021-05-03 00:34:16,646 [    INFO] leela: Package package_4012 is assigned to <Worker(Leela, started 3176)>
2021-05-03 00:34:16,646 [    INFO] zoidberg: Package package_4008 successfully delivered
2021-05-03 00:34:16,646 [    INFO] amy: Delivering package package_4010
2021-05-03 00:34:16,646 [    INFO] bender: Package package_4009 successfully delivered
2021-05-03 00:34:16,646 [    INFO] philip: Delivering package package_4011
2021-05-03 00:34:16,646 [    INFO] employer: Still 5994 packages to sent
2021-05-03 00:34:16,646 [    INFO] employer: Package package_4007 was delivered by Hermes
